,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
2464,7.0,,0.2,16.7,0.046,,184.0,,3.08,0.56,9.4,1
2465,6.5,,0.52,1.7,,41.0,,0.99223,,,10.4,0
2466,,0.31,0.74,10.7,0.039,,,,,,8.7,1
2467,,,,,,,101.0,0.9940000000000001,3.06,,11.1,4
2468,,,,,,43.0,160.0,,3.6,0.41,,0
2469,,0.33,,,0.03,,158.0,0.9932200000000001,3.41,0.64,11.8,0
2470,6.4,0.21,,,,45.0,,,,0.43,,1
2471,,,0.33,,,23.0,,,3.32,0.4,,0
2472,8.5,0.28,0.34,13.8,,32.0,161.0,,3.13,,9.9,0
2473,5.9,,,,0.037000000000000005,58.0,205.0,0.99495,,,9.6,1
2474,5.7,,,1.1,,61.0,197.0,,3.02,0.4,9.0,1
2475,6.8,0.19,0.4,,0.055,41.0,,0.9953200000000001,2.98,0.56,10.5,0
2476,6.2,,,,,108.0,152.0,0.9972799999999999,3.1,,9.5,0
2477,5.4,0.29,0.38,,0.028999999999999998,,132.0,0.98895,3.28,,12.4,0
2478,5.6,0.12,,,0.038,18.0,,0.99477,3.36,,,1
2479,,,0.34,1.2,,,,0.9916,2.93,0.37,,2
2480,,0.29,,15.0,0.04,,,0.99736,,0.5,,1
2481,7.2,0.21,0.34,,,25.0,80.0,,3.25,,,0
2482,,,,,,,,0.9905200000000001,3.44,0.42,,0
2483,7.1,,,2.0,,13.0,,0.9917,3.19,,,1
2484,7.8,,,,0.045,,,0.9904,3.16,,12.0,0
2485,,,,11.6,0.044000000000000004,,220.0,0.99775,,0.53,9.3,1
2486,,0.27,0.28,,,,,,,,8.6,0
2487,6.4,0.31,0.31,12.9,0.045,,161.0,,3.02,0.59,10.2,1
2488,6.5,,,,,29.0,140.0,,3.2,,10.1,0
2489,6.5,,,,,,192.0,,,,,2
2490,,,0.27,,0.061,46.0,149.0,,2.99,0.59,9.3,0
2491,6.5,0.26,0.34,16.3,0.051,56.0,197.0,,,0.42,9.8,1
2492,,,0.44,1.9,,10.0,,0.9913,,,12.8,0
2493,6.2,0.25,,,0.039,,159.0,0.9982,,0.64,9.6,0
2494,11.8,0.23,,11.1,0.034,,,0.9997,2.93,0.55,,5
2495,,,,,,32.0,,,3.17,0.38,10.4,3
2496,,,0.28,8.5,,25.0,,0.9933799999999999,3.16,0.46,12.2,2
2497,,,,,,,183.0,,,0.76,9.4,1
2498,7.9,,,,,,138.0,0.9917600000000001,,0.52,10.9,1
2499,6.4,0.4,,,0.033,28.0,124.0,,3.22,0.54,12.7,2
2500,,,,15.8,0.052000000000000005,,,,,0.45,,0
2501,7.1,0.23,0.28,,,,103.0,0.9899700000000001,3.12,,,1
2502,6.8,,,,0.053,,,0.99805,2.93,0.44,,1
2503,6.6,,0.38,1.5,,28.0,112.0,,3.25,0.55,,2
2504,6.7,,,2.9,,,,0.9905200000000001,,,12.0,1
2505,,0.23,0.21,,0.035,,142.0,0.9942,,,10.1,2
2506,7.6,0.31,,,0.062,,,,3.22,0.53,,4
2507,6.8,0.17,0.17,5.1,,,82.0,0.993,3.0,,9.8,0
2508,5.8,0.2,0.3,,0.031,,,,3.44,,,0
2509,,0.14,,1.5,,,,,,0.72,11.1,0
2510,,0.42,0.34,4.3,,34.0,108.0,,,0.45,12.8,3
2511,,,,,0.049,,117.0,,3.46,0.44,,1
2512,8.6,,0.26,,,,,0.9948,3.03,,,1
2513,,0.18,0.27,1.3,,,105.0,0.9940000000000001,3.52,0.66,,0
2514,7.3,0.19,,13.9,0.057,,,,2.94,0.41,,3
2515,,0.34,,,,,,,3.55,0.49,13.0,3
2516,5.7,,0.3,4.6,0.042,,,0.9946,3.31,,9.3,0
2517,7.4,,0.2,,,44.0,157.0,,,0.44,9.0,1
2518,,0.21,0.28,,,46.0,142.0,0.9928,3.23,,10.1,0
2519,6.3,,0.3,3.2,0.03,,164.0,,,0.79,11.7,2
2520,7.6,0.16,,,0.047,,,0.9937,,0.53,,0
2521,,,,1.6,,46.0,,,,0.41,,1
2522,7.5,,0.49,,0.031,8.0,97.0,,3.06,,,1
2523,6.4,,,1.1,,,131.0,0.9905,2.97,,,1
2524,6.6,,0.18,8.5,,,,,,0.49,9.5,1
2525,,,,,,50.0,173.0,0.9958,,0.46,,1
2526,6.4,,0.2,5.7,,,117.0,,3.33,,,1
2527,,0.27,,,0.048,,,,3.24,0.43,,0
2528,,,0.3,,0.047,,,0.9933,,,10.2,0
2529,6.1,,0.24,1.5,,38.0,,0.9898,3.29,0.42,,2
2530,6.7,,,,0.051,,146.0,,3.06,,9.1,1
2531,7.0,,0.33,1.0,,46.0,,0.99118,3.04,0.65,,0
2532,,0.16,0.74,,,,187.0,,2.99,,9.3,1
2533,,,,,0.024,47.0,,,3.13,0.46,10.8,0
2534,8.0,0.2,,,,,,0.99379,,,11.8,0
2535,6.8,,,13.9,0.034,39.0,,,3.33,,12.0,0
2536,,0.27,,1.9,,,153.0,0.9928,,0.62,,0
2537,5.3,0.58,0.07,6.9,,34.0,,,3.34,,9.7,1
2538,6.9,,0.3,2.0,,,117.0,,,0.51,11.6,0
2539,7.1,0.26,0.34,,0.067,,,0.9986,3.07,0.53,9.1,2
2540,,0.27,,,,,,0.9911,2.99,0.48,,2
2541,,,0.38,,,,344.0,0.9958,3.1,0.7,9.5,1
2542,,,,1.2,,,,0.993,3.37,,,2
2543,,0.36,0.28,8.3,,29.0,,,2.96,,12.5,0
2544,5.8,,0.18,1.2,0.031,,114.0,0.9908,3.42,,11.0,2
2545,7.5,,0.71,,,,,,,,,1
2546,6.2,0.34,0.29,,0.047,45.0,,0.9955,3.35,0.62,,0
2547,,,,,0.043,,,,3.33,0.42,10.8,2
2548,,,0.4,,0.047,,,,,0.49,,3
2549,6.0,0.2,0.38,1.3,,,,,3.11,,,0
2550,,,0.29,,0.046,39.0,,,3.6,,10.6,0
2551,,,,9.7,,,172.0,,,,10.2,1
2552,,,0.23,17.3,,,,0.9990600000000001,3.08,,,0
2553,8.7,,,,0.042,11.0,71.0,0.9926,,0.38,,1
2554,5.9,,,1.8,0.033,,,,3.35,,12.7,0
2555,,0.32,0.12,,,,,0.9944,3.16,,10.0,1
2556,8.9,0.32,0.49,1.6,,,131.0,0.9956,3.13,0.34,,1
2557,,,,1.7,,5.0,,0.9918,3.07,0.43,10.4,1
2558,6.0,,,1.3,,18.0,112.0,0.9880200000000001,,0.64,,2
2559,7.1,0.38,0.29,13.6,,30.0,,,3.02,0.96,,0
2560,6.2,,0.29,,,49.0,,0.9952,3.33,0.46,11.0,3
2561,6.3,,0.3,,0.022000000000000002,,,0.9909899999999999,,,11.4,2
2562,,,,10.2,,,115.0,,3.11,,,2
2563,,0.27,0.36,20.7,0.045,,,1.001,3.0,,8.8,0
2564,,,0.51,,0.046,11.0,,0.993,,0.55,11.4,1
2565,,,,1.4,0.033,,107.0,,,,,1
2566,,,,14.2,0.038,,,,,,,0
2567,,0.26,0.33,,0.057,48.0,,0.9969299999999999,3.1,,,0
2568,7.8,,,2.4,0.037000000000000005,,101.0,,,,11.7,2
2569,6.3,0.16,,,,18.0,,0.9930700000000001,3.61,0.55,,0
2570,6.9,,0.28,4.4,0.028999999999999998,14.0,,,,,10.4,3
2571,,,0.32,8.1,0.038,,,0.9911,3.22,,12.7,2
2572,,0.15,0.44,1.2,0.043,67.0,,,3.14,,11.2,2
2573,5.9,0.32,0.19,,,37.0,115.0,0.99684,3.16,0.43,10.3,1
2574,5.8,,,,,,166.0,0.9976,,0.46,,1
2575,6.6,,,1.3,0.02,29.0,,,3.26,0.44,12.4,3
2576,,,0.27,10.6,0.039,31.0,,,3.27,0.3,,0
2577,6.8,0.19,,,,,96.0,0.9917,,,10.8,2
2578,7.3,,,12.7,0.04,38.0,,,3.3,,9.6,0
2579,6.5,,,8.0,,46.0,,0.99536,,,,1
2580,7.3,,0.25,1.4,0.051,,107.0,0.99382,3.53,0.66,,2
2581,,0.27,,6.3,0.048,47.0,159.0,0.99282,3.21,,,0
2582,,,0.36,,0.036000000000000004,38.0,,,3.05,,11.4,0
2583,,,,1.4,0.022000000000000002,17.0,,,,,,0
2584,,0.21,,,,45.0,,0.9966,3.34,,9.4,1
2585,,,,,0.066,41.0,176.0,,3.12,,9.4,1
2586,7.0,,0.28,5.7,,39.0,204.0,,,0.64,12.5,0
2587,,,0.33,,,,103.0,0.9900200000000001,,,,0
2588,,0.36,0.16,6.3,,36.0,191.0,,3.17,0.62,,1
2589,,,0.27,16.0,0.034,,185.0,,3.34,0.6,,0
2590,,0.28,,,0.042,16.0,,,3.19,,,0
2591,6.9,,,13.8,,,137.0,,,,,0
2592,7.1,,,,,,201.0,0.99954,3.3,,,1
2593,,0.27,0.29,4.6,,6.0,88.0,,3.34,,10.6,4
2594,,0.35,,17.6,0.061,,,0.99918,3.11,,8.8,1
2595,,0.24,0.26,,,41.0,211.0,0.9967600000000001,,0.49,,0
2596,,0.24,,1.2,,11.0,,0.9891399999999999,2.96,0.36,,0
2597,,,0.4,15.4,,81.0,198.0,0.9986,,,,1
2598,,,,7.9,0.049,35.0,192.0,0.99551,,0.51,9.5,0
2599,,,,12.2,,36.0,125.0,0.9967,,0.54,9.4,0
2600,,,,12.6,,59.0,173.0,,3.39,,9.9,1
2601,,,0.17,12.9,0.033,,,,3.08,0.49,,1
2602,,,0.58,,0.034,,129.0,,3.51,,,2
2603,7.0,0.3,0.51,13.6,,40.0,168.0,0.9976,,,9.6,2
2604,5.8,,0.0,1.3,,72.0,,,,,,1
2605,,,0.26,,,,90.0,0.9950899999999999,,,,0
2606,9.4,,0.55,2.2,,17.0,,0.9962,3.12,,10.3,4
2607,,0.39,,,0.040999999999999995,,,,,0.46,,1
2608,7.3,0.19,,,,,,,,0.64,,0
2609,,,,,,,134.0,0.9927,,0.42,,2
2610,6.5,0.3,0.28,,0.040999999999999995,29.0,109.0,,2.98,0.3,10.9,0
2611,6.8,,0.3,,,,179.0,,3.25,,10.6,0
2612,,,0.32,3.0,,38.0,93.0,,3.16,,,0
2613,,0.23,,,,,141.0,0.9934,,0.54,,2
2614,,0.27,0.28,,,26.0,,,3.24,0.34,12.5,0
2615,6.9,0.39,,4.6,,5.0,19.0,,3.31,0.37,,5
2616,7.8,0.29,0.29,,,41.0,117.0,,3.24,0.35,,1
2617,6.8,,0.28,4.0,0.03,,79.0,,3.23,,,2
2618,5.8,,,1.55,,,,0.9899399999999999,3.37,0.4,,3
2619,,0.24,0.41,,0.036000000000000004,42.0,118.0,,3.04,0.64,11.75,0
2620,,0.28,,,,48.0,253.0,,3.02,0.56,9.1,0
2621,7.1,0.33,0.64,13.2,0.055999999999999994,,,,,0.39,9.2,1
2622,6.3,,,,,52.0,155.0,0.995,3.28,,9.4,0
2623,6.7,,,8.8,,24.0,113.0,0.9957600000000001,,0.45,,1
2624,7.2,,0.4,,,,,0.9957299999999999,,,,0
2625,,,,2.1,0.035,,100.0,,,0.71,11.5,2
2626,,,,4.35,,15.0,,,,0.5,,0
2627,7.0,,,2.1,0.052000000000000005,15.0,,,3.2,,,0
2628,,0.18,0.3,,0.062,19.0,171.0,,,0.52,,2
2629,,,,8.2,0.044000000000000004,60.0,196.0,,,,,1
2630,7.6,,0.22,,,19.0,,,,0.29,,1
2631,6.4,,0.3,7.2,0.040999999999999995,,168.0,0.99331,3.22,0.49,,0
2632,,,0.13,1.4,,11.0,64.0,,3.29,0.52,10.5,1
2633,,,0.27,9.8,,,,0.9966,,,,0
2634,,,0.34,,0.040999999999999995,,73.0,0.9898100000000001,,0.45,11.6,2
2635,6.8,0.28,0.29,11.9,,51.0,149.0,,,0.58,10.4,0
2636,,0.34,0.34,12.6,,7.0,41.0,0.9942,3.19,0.4,11.7,1
2637,,,,,0.037000000000000005,49.0,,0.9911,,,,0
2638,,,,11.2,,,137.0,,,0.47,10.0,1
2639,,0.54,0.32,,0.05,,,,3.2,,,1
2640,,,,,0.04,,,,3.37,0.58,10.7,0
2641,8.0,,0.24,,0.044000000000000004,20.0,,0.9929,3.28,,10.9,1
2642,,,0.22,,,19.0,99.0,0.99015,3.26,,12.8,2
2643,7.3,,,6.5,0.05,,,,3.1,,11.2,4
2644,5.6,0.32,0.32,8.3,0.043,32.0,,0.99266,3.24,,,0
2645,,0.38,,9.55,0.036000000000000004,,,,,,,0
2646,6.1,0.26,,,0.05,,154.0,,,,9.8,0
2647,7.6,0.18,0.49,18.05,0.046,,158.0,,3.06,0.41,,1
2648,,,,7.0,,58.0,176.0,,3.19,0.7,10.4,1
2649,9.4,0.16,0.23,,0.042,,,,3.07,0.32,9.5,1
2650,,,0.22,4.0,0.038,,,,3.25,0.53,13.0,2
2651,7.4,,0.36,,0.067,53.0,178.0,0.9976,,,,0
2652,6.8,,0.34,2.7,,64.5,218.5,,3.3,,,0
2653,,,,8.9,0.036000000000000004,,,0.9935,,0.38,,2
2654,,,0.36,1.9,,,,0.9923700000000001,3.29,,11.3,0
2655,6.5,,,1.1,0.064,36.0,191.0,0.99297,,,9.5,0
2656,6.3,,,10.6,0.045,57.0,159.0,,,,9.2,1
2657,8.5,0.25,0.27,,0.031,,92.0,0.9922,3.01,,12.0,0
2658,,,,10.3,,,,,,0.52,,0
2659,6.0,0.27,0.19,,,24.0,110.0,0.9898,,,,2
2660,,,,,0.051,,130.0,,,,10.4,0
2661,8.6,0.23,0.4,4.2,,,,0.9947,,,,1
2662,,,,,,20.0,116.0,0.9927,3.0,0.47,,0
2663,,0.32,0.47,15.6,,,173.0,0.99872,3.18,,9.0,1
2664,,0.38,0.17,,0.08,50.0,212.0,,3.47,0.66,,4
2665,,0.35,,7.3,0.044000000000000004,56.0,,0.9956,3.36,0.55,,0
2666,,0.22,,17.5,,,153.0,0.9994,,0.42,,0
2667,,0.24,0.36,8.4,0.042,42.0,123.0,0.9947299999999999,3.34,0.52,,0
2668,7.7,0.18,,5.8,0.055,,,0.9957600000000001,3.24,0.54,10.2,0
2669,8.0,,,5.2,,41.0,167.0,0.9953,,0.4,10.6,2
2670,5.7,,0.47,,0.069,35.0,182.0,,,0.46,,1
2671,7.9,,0.4,,,38.0,,0.992,3.21,,10.8,0
2672,7.3,0.27,0.3,1.3,,26.0,84.0,,3.28,,,0
2673,,0.22,,,0.04,24.0,,0.9917,,,,0
2674,6.5,0.39,0.23,5.4,0.051,25.0,,0.9934,,,10.0,1
2675,,,,14.0,0.048,,113.0,0.9982,,,9.8,0
2676,,,,,,14.0,85.0,0.9932,3.28,,10.6,1
2677,6.8,0.28,,,0.052000000000000005,51.0,149.0,0.99544,,,,0
2678,,0.34,0.25,,0.046,,182.0,,3.21,0.4,,1
2679,,,0.26,1.6,,,,,,,10.8,0
2680,,0.19,,4.0,0.023,,,0.9923,3.37,,,0
2681,7.2,,0.35,,0.046,,,0.9955,,,,1
2682,,,,,,,190.0,0.9991,,,,1
2683,5.6,0.28,0.27,3.9,0.043,52.0,158.0,,,0.44,,2
2684,,0.41,0.31,1.6,,,101.0,,,,10.5,1
2685,,0.33,0.2,17.9,0.066,,,,,,8.8,1
2686,6.2,,,4.8,0.054000000000000006,6.0,97.0,,3.16,,9.3,1
2687,,0.39,,5.2,0.037000000000000005,,,,,0.44,,0
2688,6.6,,0.29,,0.035,15.0,,,,,12.5,0
2689,8.3,0.36,0.57,,0.052000000000000005,35.0,,1.0001,,0.64,,1
2690,6.4,,0.25,4.2,,15.0,,0.98988,,0.52,13.1,0
2691,7.1,0.15,,,,,,0.98974,3.24,0.41,,0
2692,6.7,0.54,,,,8.0,178.0,0.9950200000000001,,,9.4,4
2693,7.0,,,,0.053,,,0.99372,,,9.3,1
2694,7.5,,0.29,2.6,,24.0,,0.9919399999999999,3.0,,10.9,0
2695,7.4,0.49,0.24,15.1,0.03,,153.0,,3.13,,,2
2696,,,,2.7,0.043,,153.0,,,0.76,,0
2697,6.6,,,,,,128.0,,,,,3
2698,,,,,0.044000000000000004,27.0,191.0,1.00013,2.96,0.88,,1
2699,,0.46,,,,59.0,222.0,0.9993,,0.58,9.0,1
2700,6.7,,,8.7,0.036000000000000004,29.0,148.0,,3.22,0.62,9.9,0
2701,8.2,,,1.8,0.031,,,,,0.39,,1
2702,,,0.38,,,40.0,,,3.27,,12.6,0
2703,6.0,0.16,,,,,,,3.46,0.51,9.7,0
2704,,0.4,,9.0,0.051,,259.0,,,0.5,8.8,1
2705,,,0.36,2.4,0.049,,123.0,,3.6,,,1
2706,5.9,0.28,0.39,1.4,0.031,47.0,,,,0.64,12.9,2
2707,,,0.54,,0.036000000000000004,,,,3.26,0.47,,0
2708,7.6,0.17,0.35,1.6,,,,0.9934,,0.69,,0
2709,,0.3,,6.3,,36.0,138.0,0.99382,3.15,,,1
2710,6.2,0.66,,1.2,,,75.0,,,,,3
2711,,,0.53,,0.047,59.0,,,3.09,,9.6,1
2712,6.1,0.35,,,0.034,,,,,,,2
2713,,,,,0.055999999999999994,,,0.9967,3.17,,,1
2714,8.6,0.17,,2.7,0.047,,150.0,0.99365,,0.56,,0
2715,,,0.74,15.6,,,176.0,,,0.67,9.0,0
2716,7.8,0.26,,3.6,0.025,,,,2.99,0.47,12.1,2
2717,6.8,,,11.75,0.045,53.0,,0.9969,,0.55,,1
2718,6.1,,0.15,9.8,,19.0,,0.9957,,,10.2,0
2719,6.7,,,9.2,,29.0,150.0,0.9968,3.22,0.51,,1
2720,,,0.38,,0.027999999999999997,,,0.993,,,9.7,0
2721,9.0,0.43,0.3,1.5,,,175.0,,3.11,0.45,9.7,4
2722,,,,15.5,,,135.0,,2.9,,8.7,2
2723,7.9,0.33,,,,23.0,103.0,0.9932,3.19,,,0
2724,,,0.32,,,39.0,138.0,,,,,2
2725,,0.15,0.32,,0.037000000000000005,,,,,,10.2,0
2726,6.5,0.13,,2.6,0.035,,,,,,11.333333333333302,0
2727,,0.36,,1.3,,,,,,0.51,,0
2728,6.3,,,,,,,0.9958,3.1,0.4,9.3,1
2729,,,,14.6,,32.0,,,,,9.2,1
2730,7.8,,,10.3,0.059000000000000004,28.0,99.0,0.9967,3.12,,10.0,0
2731,,,0.42,,0.049,31.0,,0.9953,,0.74,9.9,2
2732,,,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,,,0
2733,7.2,0.19,0.31,,,17.0,103.0,,,,11.4,2
2734,,,0.26,12.5,0.049,,,,3.08,,,0
2735,6.3,0.24,0.29,,0.035,53.0,134.0,,,0.38,,0
2736,5.7,0.46,,1.4,,31.0,,,,,8.8,1
2737,,0.21,0.27,1.7,0.038,41.0,,,3.49,0.71,10.5,2
2738,6.6,0.38,,1.2,0.042,,84.0,,,,,4
2739,,,0.26,8.8,,23.0,112.0,,,,11.4,0
2740,7.0,,,,,10.0,,0.9942,,0.37,10.8,0
2741,7.3,0.26,0.32,,0.040999999999999995,,,,3.07,0.45,12.0,0
2742,,0.21,,,0.042,41.0,,1.0001,3.3,0.36,8.7,1
2743,,0.15,0.28,3.7,,57.0,151.0,0.9913,3.22,0.27,,0
2744,7.5,0.26,0.25,,,29.0,129.0,0.9931200000000001,3.45,0.56,10.4,0
2745,6.5,,,,,52.0,196.0,0.9959,3.23,,9.1,0
2746,5.8,0.555,,4.5,,17.0,126.0,,3.24,,,1
2747,6.0,,0.0,0.8,0.037000000000000005,30.0,,0.9903200000000001,,0.4,10.9,4
2748,6.5,,,16.3,,43.0,,0.99924,,0.41,8.8,1
2749,,,,1.9,0.04,41.0,108.0,0.99,,0.45,12.9,0
2750,5.3,,0.39,1.0,0.027999999999999997,40.0,,0.99156,,0.59,10.6,0
2751,6.6,,0.52,,,,140.0,0.9962799999999999,3.07,0.4,,1
2752,,,,12.8,,,,0.99659,,0.56,,1
2753,5.7,,,,,,,,,0.46,8.9,0
2754,,,0.26,,0.046,,179.0,0.9975,3.1,,9.0,0
2755,6.9,0.24,,,,43.0,,0.9935,3.2,,,0
2756,,0.18,,14.5,0.051,48.0,156.0,,3.35,0.78,9.1,1
2757,,0.32,,,,66.0,,0.9979399999999999,,0.54,,1
2758,,,0.3,8.1,,,,,,0.36,,1
2759,6.2,,,2.0,0.046,,95.0,,3.06,,,0
2760,,0.13,,12.85,,,,,,0.55,,0
2761,,,,,,33.0,,,3.04,,,0
2762,,,,65.8,0.07400000000000001,8.0,,1.03898,,,,0
2763,,,0.19,2.4,0.049,,166.0,0.992,3.25,0.43,10.4,0
2764,7.4,0.25,,13.5,,52.0,,0.9975,3.0,0.44,9.1,1
2765,5.6,0.225,0.24,,0.054000000000000006,,,0.99545,,,,0
2766,,0.34,0.27,,0.024,,,,,0.6,11.9,2
2767,6.6,0.22,0.23,17.3,0.047,,118.0,0.9990600000000001,3.08,,8.8,0
2768,7.0,,0.38,14.9,,60.0,181.0,,3.18,,,2
2769,,,,12.9,,26.0,,0.9974,3.28,0.33,9.0,1
2770,,,0.55,11.95,0.038,22.0,,0.99687,,,9.7,1
2771,,0.26,,,0.027000000000000003,46.0,,0.98946,,,11.4,2
2772,5.0,,0.25,7.8,,,,0.99241,,0.4,,0
2773,6.3,,0.34,1.6,0.049,14.0,132.0,,3.3,,9.5,0
2774,5.8,0.32,,,,,153.0,0.99067,,0.73,,2
2775,,0.25,0.36,,0.05,31.0,100.0,0.992,3.19,,10.8,0
2776,5.2,0.24,,,0.043,32.0,,0.9937799999999999,,0.48,,0
2777,,0.26,,,0.083,,171.0,,,,,1
2778,,0.2,0.41,2.1,0.054000000000000006,,,,3.48,,,0
2779,6.6,,,11.3,0.026000000000000002,,77.0,0.9938100000000001,,,,2
2780,,0.16,0.25,1.4,,21.0,125.0,0.9909100000000001,3.23,0.44,11.1,2
2781,6.7,0.31,,6.4,0.057,25.0,,,3.16,0.45,,1
2782,7.3,,,9.3,0.05,35.0,154.0,0.9958100000000001,,,10.4,0
2783,,,0.36,,0.027000000000000003,36.0,,0.9898,3.28,0.36,12.5,2
2784,6.4,,,1.4,,56.0,115.0,,3.18,0.7,,0
2785,,0.17,0.34,1.5,,,,,,0.49,9.6,0
2786,7.5,0.18,0.39,,0.054000000000000006,,91.0,,3.27,0.45,,0
2787,7.9,0.31,0.22,,,,212.0,0.9994200000000001,3.47,0.59,,1
2788,7.4,,0.28,9.1,0.047,29.0,,,,,9.8,2
2789,,0.29,0.27,1.7,0.024,13.0,76.0,0.9893,3.21,,,2
2790,,,0.29,16.4,,,110.0,,3.15,,,0
2791,,,0.26,7.7,,56.0,209.0,,3.17,,,1
2792,6.0,0.13,,1.6,0.052000000000000005,,,0.98974,,0.5,11.5,2
2793,7.6,0.25,0.34,,0.055999999999999994,34.0,176.0,,3.1,0.51,9.5,1
2794,,0.31,0.31,,0.052000000000000005,,,,,0.46,9.8,1
2795,,0.3,,10.6,0.032,,212.0,,,0.59,9.5,0
2796,,0.24,,,,47.0,182.0,,,,,1
2797,6.2,0.27,0.49,,,,,,3.32,0.44,,0
2798,,,0.36,,0.032,,78.0,,,0.37,,0
2799,7.5,,0.51,14.8,0.039,62.0,,0.9982,,,9.5,1
2800,,,0.49,18.15,0.042,41.0,158.0,,,0.39,8.7,0
2801,,,0.16,,0.032,,98.0,0.99274,,,,1
2802,,0.28,0.31,,,28.0,,0.99434,3.23,0.64,,1
2803,8.4,,,8.9,0.048,33.0,,,,0.46,9.3,1
2804,,,0.57,,,,120.0,0.9924,3.06,0.41,9.5,1
2805,,,0.24,16.05,0.045,,,0.9982200000000001,,0.52,9.2,1
2806,,0.3,0.21,1.1,,31.0,,0.9889,2.97,0.42,,0
2807,6.9,,,13.5,,,118.0,,3.0,0.63,,0
2808,6.4,,,5.8,,,111.0,,3.18,0.53,11.9,2
2809,,,,5.0,,,188.0,,,0.64,,0
2810,,0.28,,11.9,0.052000000000000005,51.0,149.0,0.99544,3.02,,,0
2811,,0.32,,,0.045,30.0,,,3.18,0.47,,0
2812,,,,6.6,0.038,59.0,234.0,0.9955,3.03,0.42,8.8,1
2813,6.1,0.3,0.3,,,,,0.9895,3.39,0.43,12.7,2
2814,5.7,0.28,,2.2,,15.0,65.0,0.9902,3.06,0.52,,0
2815,7.3,,0.22,,0.044000000000000004,43.0,,,,,,1
2816,,,,6.2,,30.0,173.0,,,,,1
2817,,0.23,,2.2,0.044000000000000004,39.0,161.0,0.9920899999999999,3.19,,,0
2818,,0.33,,,,,,0.9956,3.77,0.64,,1
2819,,,,,0.037000000000000005,,173.0,0.99882,,,,0
2820,,,0.28,2.7,,49.0,165.0,,,,,0
2821,6.9,,,,,49.0,,0.9982700000000001,3.11,0.48,9.0,1
2822,,,0.32,1.8,0.048,25.0,,,3.11,,11.1,0
2823,5.5,0.485,0.0,1.5,0.065,8.0,,,,0.4,,4
2824,5.9,,0.3,7.7,,60.0,206.0,,3.2,0.39,,0
2825,,0.33,,1.2,,38.0,,,,,,0
2826,,,,1.5,,,,0.9914,,0.74,,0
2827,,0.125,,,,22.0,68.0,0.9901399999999999,3.15,,11.7,2
2828,7.1,0.34,0.15,1.2,,,183.0,0.9936,,0.43,,1
2829,5.9,,,6.3,0.036000000000000004,,185.0,,3.17,0.63,9.8,1
2830,5.4,,0.16,2.7,0.036000000000000004,,128.0,0.98856,3.2,,,3
2831,,,,,,24.0,,,,0.34,12.6,2
2832,,,,,0.036000000000000004,,,,3.06,0.74,,0
2833,,0.19,,4.3,0.045,,,0.9965799999999999,,0.42,9.3,0
2834,4.8,0.26,,10.6,0.034,23.0,,,,,11.5,2
2835,,0.16,,,0.03,,,,,,,0
2836,7.4,,0.28,1.6,,,137.0,,,0.56,,0
2837,,,0.14,1.2,,,84.0,,3.15,,,1
2838,7.5,0.21,0.32,,,39.0,113.0,0.99393,3.11,,10.2,2
2839,6.3,,0.5,,,61.0,132.0,,2.86,0.46,,0
2840,6.3,0.22,,,,31.0,,0.9918,,0.33,11.5,2
2841,6.9,,0.29,,0.048,,,0.99784,3.0,,,0
2842,,,,6.8,0.055,44.5,234.0,0.9972,,,,0
2843,,0.3,,,,44.5,,,,0.64,,0
2844,,,0.29,,,,89.0,,3.14,,,2
2845,,,,,0.08900000000000001,40.0,,0.9923,,,10.8,0
2846,6.2,0.27,0.32,6.3,,47.0,,,3.21,0.6,,0
2847,,0.225,0.4,,0.03,,,,3.57,0.36,12.8,3
2848,,0.29,,,,,,,3.02,,,1
2849,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,1
2850,6.1,0.2,0.17,1.6,0.048,46.0,129.0,,,0.43,11.4,0
2851,6.0,0.2,,,0.03,30.0,,,,,11.5,0
2852,,0.19,,,,,,0.9908,3.3,,11.7,0
2853,,,0.47,,,95.0,,0.9918399999999999,,,,0
2854,,0.25,0.27,1.5,,37.0,,0.9892,3.2,0.46,12.2,0
2855,8.2,,0.36,8.1,0.035,,,0.9952,,0.3,,0
2856,8.1,,0.42,6.6,,,141.0,0.9918,2.98,0.39,13.3,2
2857,,0.28,,,0.049,,,0.9973,3.01,,9.0,1
2858,7.2,0.4,,,0.040999999999999995,70.0,189.0,,,,,4
2859,6.3,0.36,,2.5,,18.0,,0.9886799999999999,,0.47,12.8,2
2860,6.0,0.22,0.23,,,,122.0,0.99261,2.94,0.63,,0
2861,,,0.24,,,15.0,65.0,,,,,2
2862,7.1,0.36,0.56,,,,102.0,,,,10.5,0
2863,6.4,0.17,0.27,,,26.0,,,,,,0
2864,,,,,0.132,42.0,127.0,,,,,0
2865,6.3,,,,,46.0,,0.9928,,,,0
2866,,,0.32,1.6,,,,0.98946,3.23,0.94,12.4,3
2867,,0.255,,,,,190.0,0.9932,,,11.2,0
2868,,,0.35,,,,,0.9942200000000001,3.1,,,0
2869,,0.28,0.31,2.1,0.046,28.0,208.0,,3.23,,9.8,1
